source,date,doi,pmid,model,link,title,abstract,reviewed,forecast,locations,deaths,duration,public,duplicate,included
pubmed,6/8/20,10.1101/2020.04.30.20077594,32511517,,,"Early transmission dynamics of COVID-19 in a southern hemisphere setting: Lima-Peru: February 29<sup>th</sup>-March 30<sup>th</sup>, 2020.","The COVID-19 pandemic that emerged in Wuhan China has generated substantial morbidity and mortality impact around the world during the last four months. The daily trend in reported cases has been rapidly rising in Latin America since March 2020 with the great majority of the cases reported in Brazil followed by Peru as of April 15<sup>th</sup>, 2020. Although Peru implemented a range of social distancing measures soon after the confirmation of its first case on March 6<sup>th</sup>, 2020, the daily number of new COVID-19 cases continues to accumulate in this country. We assessed the early COVID-19 transmission dynamics and the effect of social distancing interventions in Lima, Peru. We estimated the reproduction number, R, during the early transmission phase in Lima from the daily series of imported and autochthonous cases by the date of symptoms onset as of March 30<sup>th</sup>, 2020. We also assessed the effect of social distancing interventions in Lima by generating short-term forecasts grounded on the early transmission dynamics before interventions were put in place. Prior to the implementation of the social distancing measures in Lima, the local incidence curve by the date of symptoms onset displays near exponential growth dynamics with the mean scaling of growth parameter, p, estimated at 0.9 (95%CI: 0.9,1.0) and the reproduction number at 2.3 (95% CI: 2.0, 2.5). Our analysis indicates that school closures and other social distancing interventions have helped slow down the spread of the novel coronavirus, with the nearly exponential growth trend shifting to an approximately linear growth trend soon after the broad scale social distancing interventions were put in place by the government. While the interventions appear to have slowed the transmission rate in Lima, the number of new COVID-19 cases continue to accumulate, highlighting the need to strengthen social distancing and active case finding efforts to mitigate disease transmission in the region.",,,,,,,,
pubmed,6/11/20,10.1101/2020.05.28.20115642,32511490,,,"Spread of COVID-19 through Georgia, USA. Near-term projections and impacts of social distancing via a metapopulation model.","Epidemiological forecasts of COVID-19 spread at the country and/or state level have helped shape public health interventions. However, such models leave a scale-gap between the spatial resolution of actionable information (i.e. the county or city level) and that of modeled viral spread. States and nations are not spatially homogeneous and different areas may vary in disease risk and severity. For example, COVID-19 has age-stratified risk. Similarly, ICU units, PPE and other vital equipment are not equally distributed within states. Here, we implement a county-level epidemiological framework to assess and forecast COVID-19 spread through Georgia, where 1,933 people have died from COVID-19 and 44,638 cases have been documented as of May 27, 2020. We find that county-level forecasts trained on heterogeneity due to clustered events can continue to predict epidemic spread over multi-week periods, potentially serving efforts to prepare medical resources, manage supply chains, and develop targeted public health interventions. We find that the premature removal of physical (social) distancing could lead to rapid increases in cases or the emergence of sustained plateaus of elevated fatalities.",,,,,,,,
pubmed,6/8/20,10.1101/2020.04.23.20076885,32511467,,,Facing the COVID-19 epidemic in NYC: a stochastic agent-based model of various intervention strategies.,"Global spread of coronavirus disease 2019 (COVID-19) has created an unprecedented infectious disease crisis worldwide. Despite uncertainties about COVID-19, model-based forecasting of competing mitigation measures on its course is urgently needed to inform mitigation policy. We used a stochastic agent-based microsimulation model of the COVID-19 epidemic in New York City and evaluated the potential impact of quarantine duration (from 4 to 16 weeks), quarantine lifting type (1-step lifting for all individuals versus a 2-step lifting according to age), post-quarantine screening, and use of a hypothetical effective treatment against COVID-19 on the disease's cumulative incidence and mortality, and on ICU-bed occupancy. The source code of the model has been deposited in a public source code repository (GitHub®). The model calibrated well and variation of model parameter values had little impact on outcome estimates. While quarantine is efficient to contain the viral spread, it is unlikely to prevent a rebound of the epidemic once lifted. We projected that lifting quarantine in a single step for the full population would be unlikely to substantially lower the cumulative mortality, regardless of quarantine duration. By contrast, a two-step quarantine lifting according to age was associated with a substantially lower cumulative mortality and incidence, up to 71% and 23%, respectively, as well as lower ICU-bed occupancy. Although post-quarantine screening was associated with diminished epidemic rebound, this strategy may not prevent ICUs from being overcrowded. It may even become deleterious after a 2-step quarantine lifting according to age if the herd immunity effect does not had sufficient time to become established in the younger population when the quarantine is lifted for the older population. An effective treatment against COVID-19 would considerably reduce the consequences of the epidemic, even more so if ICU capacity is not exceeded.",,,,,,,,
pubmed,6/8/20,,32499864,,,A Survey of County Health Departments of Kansas Regarding COVID-19.,"SARS-CoV-2 virus (severe acute respiratory syndrome coronavirus 2) causing COVID-19 (Coronavirus Disease 2019) initially was identified in China in December 2019. It has resulted in a pandemic with increasing spread of the virus in the U.S. The county health departments around U.S. are spearheading the response to contain the spread of this virus. This project was a survey of county health departments in the state of Kansas with data collection period from April 15 to April 24, 2020. This study evaluated the staffing, resources, and funding of these health departments and how it was affecting the efforts to contain COVID-19. Descriptive statistics were used to summarize the responses. A total of 75% of the county health departments in Kansas responded to the survey. In 89% of locations, the staffing had not increased. Most health departments had an average of five people and the four largest ones had 30 to 98 staff working on COVID-19. Most locations used the Kansas Department of Health and Environment criteria for testing and used a combination of state or private laboratories. The results of the tests were available three days or longer in 62% and after five days in 14% of sites. All locations were active in contact tracing, but most had one to three people for this purpose and in 90% the contact tracing interview was via phone calls. There was no change in funding in 21% and decreased funding in 8.5% of health departments. Most locations had an average of five nasopharyngeal swabs on the day of the survey. The most common needs expressed were help to increase testing capability, more public education, more personal protective equipment, increased personnel, and assistance with contract tracing. There is an urgent need in Kansas to increase support to county health departments for testing capability, personal protective equipment, increased number of staff, increased help with contact tracing, and especially increase support for public education.",,,,,,,,
pubmed,5/19/20,,32395791,,,"Covid-19, chronicles of a forecasted pandemic.",,,,,,,,,
pubmed,5/5/20,,32355547,,,"Trends and prediction in daily incidence of novel coronavirus infection in China, Hubei Province and Wuhan City: an application of Farr's law.","The recent outbreak of novel coronavirus (2019-nCoV) has infected tens of thousands of patients in China. Studies have forecasted future trends of the incidence of 2019-nCoV infection, but appeared unsuccessful. Farr's law is a classic epidemiology theory/practice for predicting epidemics. Therefore, we used and validated a model based on Farr's law to predict the daily-incidence of 2019-nCoV infection in China and 2 regions of high-incidence. We extracted the 2019-nCoV incidence data of China, Hubei Province and Wuhan City from websites of the Chinese and Hubei health commissions. A model based on Farr's law was developed using the data available on Feb. 8, 2020, and used to predict daily-incidence of 2019-nCoV infection in China, Hubei Province and Wuhan City afterward. We observed 50,995 (37,001 on or before Feb. 8) incident cases in China from January 16 to February 15, 2020. The daily-incidence has peaked in China, Hubei Providence and Wuhan City, but with different downward slopes. If no major changes occur, our model shows that the daily-incidence of 2019-nCoV will drop to single-digit by February 25 for China and Hubei Province, but by March 8 for Wuhan city. However, predicted 75% confidence intervals of daily-incidence in all 3 regions of interest had an upward trend. The predicted trends overall match the prospectively-collected data, confirming usefulness of these models. This study shows the daily-incidence of 2019-nCoV in China, Hubei Province and Wuhan City has reached the peak and was decreasing. However, there is a possibility of upward trend.",,,,,,,,
pubmed,4/22/20,,32306015,,,[Analysis of special ehealth service for corona virus disease 2019 (COVID-19) pneumonia].,"To analyze how governments, hospitals and information technology(IT) companies use Internet technology to provide online health services during the early stage of corona virus disease 2019 (COVID-19) epidemic in January 2020 in China, and then provide suggestions and coping strategies for the later stage and post-epidemic time. We searched for information on ehealth services related to the outbreak of COVID-19 in China. The sources of information were mainstream search engines such as Baidu and the popular interactive social platforms such as Webchat. The keywords were &quot;Internet+pneumonia&quot;, &quot;Internet clinic&quot;, &quot;pneumonia online clinic&quot; and so on. The time of information was from January 20 to February 3, 2020. The key information was extracted and encoded by two persons back-to-back. The coding information included: name of organization provider, launching time, location of provider, service items, user, health workers engaging in the service, and so on. The coded information was entered and analyzed with SPSS 24.0 and Excel. There were totally 57 projects launched by local governments, hospitals and IT companies. Most of them were launched from January 24th to 27th, the hospital and government projects services regionally, especially in eastern provinces. In this study, 90.48% of the enterprises and 100.00% of the hospitals had online fever clinic and consultation services for COVID-19, 66.67% of the enterprises and 37.04% of the hospitals serviced derivative health problems. Only a few projects provided tele-medical consultation. There were individual projects that provided online health management for home quarantine people. Physicians were the main force of various projects. In some hospital projects, there were also nurses, pharmacists and professional technicians to provide featured consultation. Ehealth is useful and helpful for the health care system to rapidly cope with health demand during instantaneous and post epidemic time. Regional distribution of ehealth is unbalanced. There are institutional and technical feasibilities for the emergency application of Internet technology. However, community health centers seldom provide ehealth or connect with tertiary hospitals with Internet. Therefore, all kinds of providers within healthcare system should promote emergence ehealth. Tele-medical diagnosis and referral should be developed by local governments during COVID-19. The application of &quot;Internet+medical treatment&quot; in community medical institutions and synergy among various institutions should be promoted.",,,,,,,,
pubmed,4/9/20,,32259124,,,"Daily Situation Report on Coronavirus disease (COVID-19) in Iran; March 22, 2020.","To forecast the COVID-19 epidemic trend in Iran, a set of dynamic models were created. In these models, the effect of climate and community behavior change on the reproductive number is modeled. A baseline scenario is also defined as letting the epidemic grow naturally, with no prevention/control interventions. Different levels of intervention are also defined based on the extent of population isolation. Outcomes of each scenario on the number of infected cases are computed. Modeling results shows that if effective isolation occurs in 10% of the population, 307,000 individuals will be infected with COVID-19 in Iran by May 20, 2020. For an isolation rate of 25%, started since March 10, 2020, cumulative number of deaths will be 13,450 individuals by May 20, 2020. If preventive efforts can reach a 32% effective isolation rate, a considerable decrease in the number of new cases would be expected during April and May, and the total number of deaths would decrease to 8,630. If the isolation rate increases to 40%, the total number of infected individuals is expected to be 6,030 individuals. It should be acknowledged that this model predicts the number of deaths of all COVID-19 cases, including those who will not be confirmed as COVID-19, because of non-testing or death prior to COVID-19 identification. This serious health issue requires both long-term and short-term planning and arrangements. Social distancing, and identification and isolation of suspected and confirmed cases are believed to be the most important and effective control measure, and should be strengthened soon. For further details on the methodology and results of these models, please visit: http://corona.behdasht.gov.ir/files/site1/files/Covid_Modeling_V14_26.12.98.pdf.",,,,,,,,
pubmed,4/14/20,,32227819,,,"Fast reshaping of intensive care unit facilities in a large metropolitan hospital in Milan, Italy: facing the COVID-19 pandemic emergency","At the end of 2019, the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) outbreak spread from China all around the world, causing thousands of deaths. In Italy, the hardest hit region was Lombardy, with the first reported case on 20 February 2020.San Raffaele Scientific Institute — a large tertiary hospital and research centre in Milan, Italy — was immediately involved in the management of the public health emergency. Since the beginning of the outbreak, the elective surgical activity of the hospital was rapidly reduced and large areas of the hospital were simultaneously reorganised to admit and assist patients with coronavirus disease 2019 (COVID-19).In addition, the hospital became the regional referral hub for cardiovascular emergencies in order to keep ensuring a high level of health care to non-COVID-19 patients in northern Italy.In a few days, a COVID-19 emergency department was created, improving the general ward capacity to a total number of 279 beds dedicated to patients with COVID-19. Moreover, the number of intensive care unit (ICU) beds was increased from 28 to 72 (54 of them dedicated to patients with COVID-19, and 18 to cardiology and cardiac surgery hub emergencies), both converting pre-existing areas and creating new high technology spaces.All the involved health care personnel were rapidly trained to use personal protection equipment and to manage this particular category of patients both in general wards and ICUs.Furthermore, besides clinical activities, continuously important research projects were carried out in order to find new strategies and more effective therapies to better face an unprecedented health emergency in Italy.",,,,,,,,
medrxiv,6/16/20,10.1101/2020.06.11.20127019,,,,"Assessment of Early Mitigation Measures Against COVID-19 in Puerto Rico: March 15-May 15, 2020","Background: On March 15, 2020 Puerto Rico implemented non-pharmaceutical interventions (NPIs), including a mandatory curfew, as part of a state of emergency declaration to mitigate the community transmission of the SARS-CoV-2 virus. The strict enforcement of this curfew was extended through May 25, with a gradual relaxation beginning on May 1. This report summarizes an assessment of these early mitigation measures on the progression of COVID-19 in the island. Methods and Findings: From March 15 to May 15, 2020, 41,748 results of molecular (RT-PCR) tests were reported to the Puerto Rico Department of Health. Of these, 1,866 (4.5%) were positive, corresponding to 1,219 individuals with COVID-19 included in the study. We derived the epidemic growth rates (r) and the corresponding reproductive numbers (R) from the epidemic curve of these 1,219 individuals with laboratory-confirmed diagnosis of COVID-19 using their date of test collection as a proxy for symptoms onset. We then compared the observed cases with the R-based epidemic model projections had the mitigation measures not been implemented. Computations were conducted in the R packages forecast, incidence and projections. The number of daily RT-PCR-confirmed cases peaked on March 30 (84 cases), showing a weekly cyclical trend, with lower counts on weekends and a decreasing secular trend since March 30. The initial exponential growth rate (r) was 17.0% (95% CI: 8.4%, 25.6%), corresponding to a doubling of cases every 4.1 days, and to a reproduction number (Ro) of 1.89 (95% CI: 1.41, 2.39). After March 30, the r value reverted to an exponential decay rate (negative) of -3.6% (95% CI: -5.7%, -1.4%), corresponding to a halving of cases every 19.4 days and to an Ro of 0.90 (95% CI: 0.84, 0.97). Had the initial growth rate been maintained, a total of 18,699 (96%CI: 4,113, 87,438) COVID-19 cases would have occurred by April 30 compared with 1,119 observed. Conclusions: Our findings are consistent with very effective implementation of early non-pharmaceutical interventions (NPIs) as mitigation measures in Puerto Rico. These results serve as a baseline to assess the impact of the transition from mitigation to containment stages in Puerto Rico.",,,,,,,,
medrxiv,6/16/20,10.1101/2020.06.12.20126391,,,,A model for COVID-19 transmission in Connecticut,"To support public health policymakers in Connecticut as they begin phased lifting of social distancing restrictions, we developed a county-structured compartmental SEIR-type model of SARS-CoV-2 transmission and COVID-19 disease progression. We calibrated this model to the local dynamics of deaths and hospitalizations and the exact timing of state interventions, including school closures and stay-at-home order. In this technical report, we describe the details of the model design, implementation and calibration, and show projections of epidemic development through the Summer of 2020 under different assumptions about the increase in contact rates following partial state reopening. Our model results are consistent with high effectiveness of state lockdown measures, but changes in human interaction patterns during the coming months are unknown. In addition, a lot of uncertainty remains with respect to several key epidemiological parameters and the effectiveness of increased testing and contact tracing capacity. As more information becomes available, we will update the projections presented in this report. Reports in this series are posted to https://crawford-lab.github.io/covid19_ct/.",,,,,,,,
medrxiv,6/16/20,10.1101/2020.06.12.20130047,,,,Spreading Analysis of COVID-19 Epidemic in Bangladesh by Dynamical Mathematical Modelling,"The coronavirus disease 2019 (COVID-19), which emerged from Wuhan, China, is now a pandemic, affecting across the globe. Bangladesh also is experiencing the rapid growth of COVID-19 infection and death cases started from 8th March 2020. The purpose of providing a simple yet effective explanatory model for prediction of the future evolution of the contagion and verification of the effectiveness of the containment and lockdown measures in Bangladesh. In this study, using a modified SIR (Susceptible-Infected-Recovered) model a forecast is generated to predict the trends of COVID-19 cases in Bangladesh. The epidemic model was proposed to accommodate the effects of lockdown and individual based precautionary measures. Data has been taken and analyzed for before and after the movement control order (MCO) and during the MCO period. Modified SIR model in this work offers us an idea how the outbreak would progress based on the current data. It also has estimated that, the peak in terms of the number of infected cases will start from last of June 2020. For the total population (100%) the model gets the peaks at 214875 (infected cases) and 7743 (death cases). For the 90% population, the model shows the peaks at 244356 (infected cases) and 9100 (death cases). Analysis revealed that the lockdown and recommended individual hygiene can slow down the outbreak but unable to eradicate the disease from the society. With the current infection and death rate and existing level of personal precautionary the number of infected individuals will be increasing.",,,,,,,,
medrxiv,6/16/20,10.1101/2020.06.14.20130815,,,,Assessing the burden of COVID-19 in Canada,"Background: The burden of COVID-19 in Canada is unequally distributed geographically, with the largest number of cases and fatalities recorded in Quebec and Ontario while other provinces experienced limited outbreaks. To date, however, no study has assessed how provincial epidemics have unfolded in a comparative perspective. This is essential to calibrate projections of the future course of the epidemic and plan health care resources for the second wave of infections. Methods: Using newly released individual-level data collected by the Public Health Agency of Canada, we assess COVID-19-related morbidity and mortality across age and gender groups at the provincial level through a combination of demographic and survival analyses. Results: Quebec has the highest absolute and per capita number of COVID-19 confirmed positive cases, hospitalizations and fatalities in all age groups. In each province, a higher number of women than men test positive for the disease, especially above age 80. Yet consistently across age groups, infected men are more likely to be hospitalized and enter intensive care than women do. These gender differences in hospitalisation rates account for the higher case fatality risk due to COVID-19 among men compared to women. Interpretation: Although health care capacity across provinces has been sufficient to treat severe cases, we find that the main factor accounting for gender differences in COVID-19-related mortality is the need for hospitalization and intensive care, especially above age 80. This suggests a selection effect of severe cases requiring to be treated in a hospital setting that needs to be further investigated.",,,,,,,,
medrxiv,6/16/20,10.1101/2020.06.13.20130658,,,,Global and local mobility as a barometer for COVID-19 dynamics,"The spreading of infectious diseases including COVID-19 depends on human interactions. In an environment where behavioral patterns and physical contacts are constantly evolving according to new governmental regulations, measuring these interactions is a major challenge. Mobility has emerged as an indicator for human activity and, implicitly, for human interactions. Here we study the coupling between mobility and COVID-19 dynamics and show that variations in global air traffic and local car traffic mobility can be used to stratify different disease phases. Our study shows that, for 26 European countries, maximal correlation between driving mobility and disease dynamics follows a normal distribution with a 17-day mean and two-day standard deviation. Our findings suggests that local mobility can serve as a quantitative metric to forecast future reproduction numbers and identify the final stages of the pandemic when mobility and reproduction become decorrelated.",,,,,,,,
medrxiv,6/16/20,10.1101/2020.06.14.20131045,,,,Clinical characteristics of Coronavirus Disease 2019 (COVID-19) patients in Kuwait,"This is a retrospective single-center study of 417 consecutive patients with coronavirus disease 2019 (COVID-19) admitted to Jaber Al-Ahmad Hospital in Kuwait between February 24, 2020 and May 24, 2020. In total, 39.3% of patients were asymptomatic, 41% were symptomatic with mild/moderate symptoms, 5.3% were admitted to the intensive care unit (ICU) and recovered, and 14.4% died. The mean age of death cases was 54.20 years (S.D. 11.09). Comorbidities were more prevalent in patients who died compared with others. Key findings include abnormal levels of markers assicated with infection, inflammation, abnormal blood clotting, heart problems and kidney problems in patients with severe form of the disease and poor putcome. We report a rapidly deteriorating estimated glomerular filtration rate (eGFR) in deaths during ICU stay with kidney injury complications reported in 65% of deaths (p < 0.05). Our dynamic profiling of eGFR in ICU highlights the potential role of renal markers in forecasting disease outcome that could perhaps identify patients at risk of poor outcome.",,,,,,,,
medrxiv,6/16/20,10.1101/2020.06.15.20131136,,,,Modelling the Occurrence of the Novel Pandemic COVID-19 Outbreak; A Box and Jenkins Approach,"The corona virus disease 2019 (COVID-19) is a novel pandemic disease that spreads very fast and causes severe respiratory problem to its carrier and thereby results to death in some cases. In this research, we studied the trend, model Nigeria daily COVID-19 cases and forecast for the future occurrences in the country at large. We adopt the Box and Jenkins approach. The time plot showed that the cases of COVID-19 rises rapidly in recent time. KPSS test confirms the non-stationarity of the process (p < 0.05) before differencing. The test also confirmed the stationarity of the process (p > 0.05) after differencing. Various ARIMA (p,d,q) were examined with their respective AICs and Log-likelihood. ARIMA (1, 2, 1) was selected as the best model due to its least AIC (559.74) and highest log likelihood (-276.87). Both Shapiro-Wilk test and Box test performed confirm the fitness of the model (p > 0.05) for the series. Forecast for 30 days was then made for COVID-19 cases in Nigeria. Conclusively, the model obtained in this research can be used to model, monitor and forecast the daily occurrence of COVID-19 cases in Nigeria.",,,,,,,,
medrxiv,6/16/20,10.1101/2020.06.15.20131375,,,,"COVID-19 IN INDIA: MODELLING, FORECASTING AND STATE-WISE COMPARISON","COVID-19 has turned the whole world upside down economically and socially. COVID-19 pandemic has caused around five crores of cases and three lakhs deaths globally as of 27 May 2020. This paper adopts four mathematical growth models. Basic models are encouraged because these models can make predictions with the available data and variables in the current scenario of COVID-19 pandemic. The best-fitted model is identified in accordance with the value of the coefficient of determination. As per the best model, there might be greater than 16 lakhs cases at the infection end in India. After predicting the future size of the pandemic, we analyzed how the disease severity varies among the Indian states and union territories using Case Fatality Rates (CFR).",,,,,,,,
medrxiv,6/18/20,10.1101/2020.06.16.20133330,,,,Mathematical Modeling of Coronavirus Reproduction Rate with Policy and Behavioral Effects,"In this paper a modified mathematical model based on the SIR model used which can predict the spreading of the corona virus disease (COVID-19) and its effects on people in the days ahead. This model takes into account all the death, infected and recovered characteristics of this disease. To determine the extent of the risk posed by this novel coronavirus; the transmission rate (R0) is utilized for a time period from the beginning of spreading virus. In particular, it includes a novel policy to capture the R0 response in the virus spreading over time. The model estimates the vulnerability of the pandemic with a prediction of new cases by estimating a time-varying R0 to capture changes in the behavior of SIR model implies to new policy taken at different times and different locations of the world. This modified SIR model with the different values of R0 can be applied to different country scenario using the real time data report provided by the authorities during this pandemic. The effective evaluation of R0 can forecast the necessity of lockdown as well as reopening the economy.",,,,,,,,
medrxiv,6/18/20,10.1101/2020.06.16.20132787,,,,"State-wise estimates of current hospital beds, intensive care unit (ICU) beds and ventilators in India: Are we prepared for a surge in COVID-19 hospitalizations?","Background The rapid spread of COVID-19 globally has prompted policymakers to evaluate the capacity of health care infrastructure in their communities. Many hard-hit localities have witnessed a large influx of severe cases that strained existing hospitals. As COVID-19 spreads in India, it is essential to evaluate the country's capacity to treat severe cases. Methods We combined data on public and private sector hospitals in India to produce state level estimates of hospital beds, ICU beds, and mechanical ventilators. Based on the number of public sector hospitals from the 2019 National Health Profile (NHP) of India and the relative proportions of public and private health care facilities from the National Sample Survey (NSS) 75th round (2017-2018), we estimated capacity in each Indian state and union territory (UT). We assumed that 5% of all hospital beds were ICU beds and that 50% of ICU beds were equipped with ventilators. Results We estimated that India has approximately 1.9 million hospital beds, 95,000 ICU beds and 48,000 ventilators. Nationally, resources are concentrated in the private sector (hospital beds: 1,185,242 private vs 713,986 public; ICU beds: 59,262 private vs 35,699 public; ventilators: 29,631 private vs. 17,850 public). Our findings suggest substantial variation in available resources across states and UTs. Conclusion Some projections shave suggested a potential need for approximately 270,000 ICU beds in an optimistic scenario, over 2.8 times the estimated number of total available ICU beds in India. Additional resources will likely be required to accommodate patients with severe COVID-19 infections in India.",,,,,,,,
medrxiv,6/19/20,10.1101/2020.06.16.20126425,,,,COVID-19 projections for reopening Connecticut,"Closure of schools and the statewide """"""""Stay Safe, Stay Home"""""""" order have effectively reduced COVID-19 transmission in Connecticut, with model projections estimating incidence at about 1,300 new infections per day. If close interpersonal contact increases quickly in Connecticut following reopening on May 20, the state is at risk of a substantial increase of COVID-19 infections, hospitalizations, and deaths by late Summer 2020. Real-time metrics including case counts, hospitalizations, and deaths may fail to provide enough advance warning to avoid resurgence. Substantial uncertainty remains in our knowledge of cumulative COVID-19 incidence, the proportion of infected individuals who are asymptomatic, infectiousness of children, the effects of testing and contact tracing on isolation of infected individuals, and how contact patterns may change following reopening.",,,,,,,,
medrxiv,6/19/20,10.1101/2020.06.17.20134254,,,,Extrapolation of Infection Data for the CoVid-19 Virus in 21 Countries and States and Estimate of the Efficiency of Lock Down.,"Predictions about the further development of the Corona pandemic are of great public interest but many approaches demand a large number of country specific parameters and are not easily transferable. A special interest of simulations on the pandemic is to trace the effect of politics for reducing the virus spread, since these measures have had an enormous impact on economy and daily life. Here a simple yet powerful algorithm is introduced for fitting the infection numbers by simple analytic functions. This way, the increase of the case numbers in periods with different regulations can be distinguished, and by extrapolating the fit functions, a forecast for the maximum numbers and time scales are possible. The effect of the restraints such as lock down are demonstrated by comparing the resulting infection history with the likely unconstrained virus spread, and it is shown that a delay of 1-4 weeks before imposing measures aiming at social distancing could have led to a complete infection of the respective populations. The approach is simply transferable to many different states. Here data from six E.U. countries, the UK, Russia, two Asian countries, the USA and ten states inside the USA with significant case numbers are analyzed, and striking qualitative similarities are found.",,,,,,,,
medrxiv,6/19/20,10.1101/2020.06.17.20133587,,,,Essential epidemiological parameters of COVID-19 for clinical and mathematical modeling purposes: a rapid review and meta-analysis,"We present a literature review and meta-analysis of relevant epidemiological parameters (24 for adults, 7 for children) of COVID-19. Standardization of these parameters is key to performing valid clinical and mathematical modeling, as well as forecasts, helping us to improve our understanding about the characteristics and impact of the pandemic.",,,,,,,,
medrxiv,6/20/20,10.1101/2020.06.18.20135053,,,,Short-term Forecasting of Cumulative Confirmed Cases of Covid-19 Pandemic in Somalia,"Somalia has recorded the first confirmed Covid-19 case and first death case on March 16, and April 08, 2020, respectively. Since its arrival to the country, it had infected 2,603 people and took the lives of 88 people while 577 patients were recovered as of 14 June, 2020. To fight this pandemic, the government requires to make the necessary plans accordingly. To plan effectively, the government needs to answer this question: what will be the effect of Covid-19 cases in the country? To answer this question accurately and objectively, forecasting the spread of confirmed Covid-19 cases will be vital.To this regard, this paper provides real times forecasts of Covid-19 cases employing Holt's linear trend model without seasonality. Provided that the data employed is accurate and the past pattern of the disease will continue in the future, this model is powerful to produce real time forecasts in the future with some degree of uncertainty. With the help of these forecasts,the government can make evidence based decisions by utilizing the scarce resource available at its disposal.",,,,,,,,
medrxiv,6/20/20,10.1101/2020.06.18.20134346,,,,The Relationship between the Global Burden of Influenza from 2017-2019 and COVID-19,"Background SARS-CoV-2 and influenza are lipid-enveloped viruses with differential morbidity and mortality but shared modes of transmission. We assessed whether historical patterns of regional influenza burden are reflected in the observed heterogeneity in COVID-19 cases across and within regions of the world. Methods Weekly surveillance data reported in FluNet from January 2017-December 2019 for influenza and World Health Organization for COVID-19 (to May 31, 2020) across the seven World Bank regions were used to assess the total and annual number of influenza and COVID-19 cases per country, within and across all regions, to generate comparative descending ranks from highest to lowest burden of disease. Results Across and within regions, rankings of influenza and COVID-19 were relatively consistent. Europe and Central Asia and North America ranked first and second for COVID-19 and second and first for influenza, respectively. East Asia and the Pacific traditionally ranked higher for influenza but to date, has been less affected by COVID-19. Between regions, Sub-Saharan Africa ranked amongst the least affected by both influenza and COVID-19. Conclusion Consistency in distribution of the burden of COVID-19 and influenza suggest shared individual, structural, and environmental determinants of transmission. Regions with discrepancies between influenza and COVID-19 burden may provide further insight into the potential impact of non-pharmacologic interventions and intersections with environmental conditions. Ultimately, forecasting trends and informing interventions for novel respiratory pathogens like COVID-19 should leverage patterns in the relative burden of past respiratory pathogens and the relative impact of non-pharmacologic intervention strategies as prior information.",,,,,,,,
medrxiv,6/21/20,10.1101/2020.06.19.20135517,,,,The Covid-19 epidemic in the UK,In this note we present some stylised facts about the Covid-19 epidemic in the UK using daily time-series data published by Public Health England and the UK Department of Health and Social Care. We model the data on confirmed new cases using standard count-data models estimated at the country and national levels using a fixed rolling window to capture changes in the model parameters over time. We then use the most recent estimated models to carry out a simple real-time forecasting exercise aimed at predicting the date when the number of confirmed new cases will be approximately zero.,,,,,,,,
medrxiv,6/22/20,10.1101/2020.06.20.20134387,,,,A systematic review and meta-analysis reveals long and dispersive incubation period of COVID-19,"Background: The incubation period of SARS-CoV-2 remains uncertain, which has important implications for estimating transmission potential, forecasting epidemic trends, and decision-making in prevention and control. Purpose: To estimate the central tendency and dispersion for incubation period of COVID-19 and, in turn, assess the effect of a certain length of quarantine for close contacts in active monitoring. Data Sources: PubMed, Embase, medRxiv, bioRxiv, and arXiv, searched up to April 26, 2020 Study Selection: COVID-19 studies that described either individual-level incubation period data or summarized statistics for central tendency and dispersion measures of incubation period were recruited. Data Extraction: From each recruited study, either individual-level incubation period data or summarized statistics for central tendency and dispersion measures were extracted, as well as population characteristics including sample size, average age, and male proportion. Data Synthesis: Fifty-six studies encompassing 4 095 cases were included in this meta-analysis. The estimated median incubation period for general transmissions was 5.8 days [95% confidence interval (95%CI), 5.3 to 6.2 d]. Median and dispersion were higher for SARS-CoV-2 incubation compared to other viral respiratory infections. Furthermore, about 20 in 10 000 contacts in active monitoring would develop symptoms after 14 days, or below 1 in 10 000 for young-age infections or asymptomatic transmissions. Limitation: Small sample sizes for subgroups; some data were possibly used repeatedly in different studies; limited studies for outside mainland China; non-negligible intra-study heterogeneity. Conclusion: The long, dispersive incubation period of SARS-CoV-2 contributes to the global spread of COVID-19. Yet, a 14-day quarantine period is sufficient to trace and identify symptomatic infections, which while could be justified according to a better understanding of the crucial parameters.",,,,,,,,
medrxiv,6/22/20,10.1101/2020.06.18.20135004,,,,The long term predictions from Imperial College CovidSim Report 9,"We present calculations using the CovidSim code which implements the Imperial College individual-based model of the COVID epidemic. Using the parameterization assumed in March 2020, we reproduce the predictions presented to inform UK government policy in March 2020. We find that CovidSim would have given a good forecast of the subsequent data if a higher initial value of R0 had been assumed. We then investigate further the whole trajectory of the epidemic, presenting results not previously published. We find that while prompt interventions are highly effective at reducing peak ICU demand, none of the pro- posed mitigation strategies reduces the predicted total number of deaths below 200,000. Surprisingly, some interventions such as school closures were predicted to increase the projected total number of deaths.",,,,,,,,
